university_name,degree_program_link,program_name,degree_type,campuses,program_link
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Secondary Education,Bachelor of Arts (B.A.),"Laramie Campus, Online, Hybrid, UW Casper",https://www.uwyo.edu/uw/degree-programs/secondary-education-bachelors.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Social Work,Bachelor of Social Work (B.S.W.),"Laramie Campus, UW Casper",https://www.uwyo.edu/uw/degree-programs/social-work-bsw.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Social Work,Master of Social Work (M.S.W.),"Laramie Campus, UW Casper",https://www.uwyo.edu/uw/degree-programs/social-work-ms.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Sociology,Bachelor of Arts (B.A.),"Laramie Campus, Online, Hybrid",https://www.uwyo.edu/uw/degree-programs/sociology-bachelors.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Soil Science,Master of Science (M.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/soil-science-masters-phd.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Soil Science,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/soil-science-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Spanish,Bachelor of Arts (B.A.),"Laramie Campus, Online, Hybrid",https://www.uwyo.edu/uw/degree-programs/spanish-ba.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Spanish,Master of Arts (M.A.),"Laramie Campus, Online, Hybrid",https://www.uwyo.edu/uw/degree-programs/spanish-ma.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Special Education Concentration,Master of Arts (M.A.),Online,https://www.uwyo.edu/uw/degree-programs/special-education-masters.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Speech Language Pathology,Master of Science (M.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/speech-language-pathology-masters.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,"Speech, Language and Hearing Science",Bachelor of Science (B.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/speech-language-hearing-science-bs.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Statistics,Bachelor of Science (B.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/statistics-bachelors.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Statistics,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/statistics-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Statistics,Master of Science (M.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/statistics-ms.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Studio Art B.F.A.,Bachelor of Fine Arts (B.F.A.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/studio-art-bfa.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Studio Art Track,Bachelor of Arts (B.A.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/studio-art-ba.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Supply Chain Management,Focus Area,"Laramie Campus, Online, Hybrid",https://www.uwyo.edu/uw/degree-programs/supply-chain-management-degree.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Sustainability,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/sustainability-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Teachers of American Indian Children (TAIC),Endorsement,Online,https://www.uwyo.edu/uw/degree-programs/native-american-education-certificate.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Teaching Elementary School,Graduate Certificate,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/teaching-elementary-school.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Teaching Secondary Content,Graduate Certificate,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/teaching-secondary-content-certificate.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Theatre,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/theatre-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Theatre and Dance,Bachelor of Arts (B.A.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/theatre-dance-ba.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Theatre and Dance,Bachelor of Fine Arts (B.F.A.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/theatre-dance-bfa.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Theatre Dramaturgy,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/dramaturgy-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Theatre for Young Audiences,Undergraduate Minor,Laramie Campus,https://www.uwyo.edu/uw/degree-programs/educational-theatre-minor.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Uncrewed Aerial Systems,Graduate Certificate,Online,https://www.uwyo.edu/uw/degree-programs/unmanned-aerial-systems-certificate.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Visual Communication Design,Bachelor of Fine Arts (B.F.A.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/visual-communication-design-bfa.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Water Resources,Master of Science (M.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/water-resources-masters.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Wildlife and Fisheries Biology and Management,Bachelor of Science (B.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/wildlife-fisheries-biology-management.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,WWAMI Medical Education,Doctor of Medicine (M.D.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/wwami-wyoming-medical-school.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Zoology,Bachelor of Science (B.S.),"Laramie Campus, UW Casper",https://www.uwyo.edu/uw/degree-programs/zoology-bachelors.html
University of Wyoming,https://www.uwyo.edu/uw/degree-programs/index.html,Zoology and Physiology,Master of Science (M.S.),Laramie Campus,https://www.uwyo.edu/uw/degree-programs/zoology-physiology-ms-phd.html
